City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
405,Iquique,CL,60.84,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
406,Tarifa,ES,78.75,clear sky,36.0139,-5.607,HOSPEDAJE FACUNDO
407,Vega De Alatorre,MX,80.44,scattered clouds,20.0333,-96.6333,El Polo Norte
409,Mahanoro,MG,71.11,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
412,Camargo,MX,74.23,scattered clouds,27.6667,-105.1667,Hotel Santa Fe
413,Takab,IR,62.02,clear sky,36.4009,47.1133,نانوایی جواد
414,Kavaratti,IN,81.68,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
415,Kaeng Khoi,TH,80.17,light rain,14.5862,100.9976,ปานปั้นเพลส / PaanPuanPlace
416,Kushima,JP,72.12,broken clouds,31.4583,131.2333,Hanaoka
418,Shache,CN,74.62,clear sky,38.4167,77.2406,Delong Hotel
420,Karatau,KZ,62.58,clear sky,43.1667,70.4667,Baza Zika
421,Ukiah,US,60.66,scattered clouds,39.1502,-123.2078,Hampton Inn Ukiah
422,Bowen,AU,61.02,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
424,Taltal,CL,63.68,clear sky,-25.4,-70.4833,Residencial Karime
425,Antofagasta,CL,67.21,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
426,Illapel,CL,65.39,broken clouds,-31.6308,-71.1653,Hotel Londres
429,Hirara,JP,83.57,broken clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
431,Porto Novo,BJ,85.82,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
432,Wamba,NG,84.87,light rain,8.9333,8.6,Roma Zee Guest House Annex
433,Harlingen,US,83.89,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
435,Broome,US,65.19,clear sky,42.2506,-75.833,Chenango Valley State Park
437,San Quintin,MX,67.69,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
438,Bengkulu,ID,77.7,light rain,-3.8004,102.2655,Grage Hotel Bengkulu
439,Manhattan,US,72.64,clear sky,40.7834,-73.9662,The Excelsior Hotel
440,Yatou,CN,68.9,light rain,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
441,Faya,SA,81.12,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
443,San Carlos,VE,81.16,broken clouds,9.6612,-68.5827,Hotel Paternopoli
445,Kathu,TH,76.82,overcast clouds,7.9178,98.3332,Novotel Phuket Resort
446,Labelle,US,87.06,clear sky,26.7617,-81.4384,Port LaBelle Inn
447,Lakhnau,IN,78.78,mist,26.85,80.9167,OYO Flagship 19334 Shanta Inn Charbagh
450,Plainview,US,72.66,clear sky,40.7765,-73.4673,Four Points by Sheraton Melville Long Island
451,Nova Mayachka,UA,61.93,overcast clouds,46.6,33.2271,"Dytyachyy Psykho-Nevrolohichnyy Sanatoriy ""Nadiya"""
452,Pandan,PH,81.45,overcast clouds,14.0453,124.1694,Bonifacio Lodge
455,Pontianak,ID,75.18,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
456,Angoche,MZ,77.2,clear sky,-16.2325,39.9086,Guest House HESADA
459,Carmelo,UY,66.2,clear sky,-33.9892,-58.2856,Los Muelles Boutique Hotel
460,Mbandaka,CD,78.26,moderate rain,0.0487,18.2603,Guest House Epervier
461,Dire,ML,89.87,scattered clouds,12.2833,-10.9667,
462,Cabedelo,BR,83.07,broken clouds,-6.9811,-34.8339,Hotel Pigalle
463,Camacha,PT,74.16,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
464,Mlonggo,ID,77.52,scattered clouds,-6.5333,110.7,Asia Metal Art
466,Vila Franca Do Campo,PT,73.81,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
467,Ambatofinandrahana,MG,63.0,scattered clouds,-20.55,46.8,TATAMO
468,Obregon,NI,82.49,broken clouds,11.9566,-85.9636,Hostal Casa Aryen
469,Nazilli,TR,83.89,clear sky,37.9163,28.3223,Gül Palast
471,Alingsas,SE,62.74,clear sky,57.9303,12.5335,Grand Hotel Alingsås
472,Waw,SS,75.6,light rain,7.7029,27.9953,Universal Gab Hotel
473,Tiarei,PF,75.22,clear sky,-17.5333,-149.3333,Le Rocher de Tahiti
474,Requena,ES,77.52,scattered clouds,39.4883,-1.1004,Hotel Avenida
478,Santiago Del Estero,AR,75.81,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
479,Ugoofaaru,MV,82.63,overcast clouds,5.6667,73.0,Ungoofaaru Inn
480,Tahta,EG,88.2,clear sky,26.7693,31.5021,مصطفي عساف
481,Grand Gaube,MU,72.37,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
483,Goregaon,IN,76.14,scattered clouds,18.1667,73.3,Vichare Farms and Agritourism Center
485,Dicabisagan,PH,79.07,few clouds,17.0818,122.4157,Nancy Montanes Bernardo
486,Garoua Boulai,CM,74.01,light rain,5.8833,14.55,Motel l'as Vegas
487,Coolum Beach,AU,64.11,overcast clouds,-26.5333,153.1,Palmer Coolum Resort
488,Shimoda,JP,68.11,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
489,Kanigiri,IN,88.18,heavy intensity rain,15.4,79.5167,COMFORT INN
491,Loma Bonita,PA,85.78,scattered clouds,8.3833,-80.1667,Posada Acuarela Farallón (Panamá)
492,Atherton,GB,73.27,overcast clouds,53.5237,-2.4935,The Lion Inn
493,Jiangyou,CN,72.9,light rain,31.7667,104.7167,Shangping Shuyuan Inn
496,Luena,AO,89.78,scattered clouds,-11.7833,19.9167,Hotel Kandamba
498,Laguna,US,75.22,smoke,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
499,Rumuruti,KE,68.79,overcast clouds,0.267,36.5389,"Neema Hotel,Near Rumuruti Market"
502,Sidhi,IN,81.9,broken clouds,24.4167,81.8833,Kamdhenu Sweets
503,Pengcheng,CN,61.34,moderate rain,36.4311,114.17,Fengfeng Dianchang Hotel
505,Teguise,ES,71.82,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
506,Thohoyandou,ZA,84.04,clear sky,-22.9456,30.485,Masili Guesthouse & Conference
508,Lodja,CD,88.16,scattered clouds,-3.4833,23.4333,
511,Balabac,PH,82.24,overcast clouds,7.9868,117.0645,Sing and Swing Lodge
512,Ormara,PK,82.08,scattered clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
513,Basoko,CD,81.03,overcast clouds,1.2391,23.616,Jackyna Hotel
515,Yei,SS,71.2,light rain,4.095,30.6779,City Link Hotel
516,Kashi,CN,76.21,clear sky,39.4547,75.9797,帕米尔青年旅舍
